timestamp					cpu,memory,qps,disk_usage,memory_usage,iops,slow_queries,select_full_join,select_scan,threads_created,aborted_connects,aborted_clients,table_locks_waited,innodb_row_lock_waits,innodb_buffer_pool_read_requests,innodb_buffer_pool_reads,innodb_buffer_pool_write_requests,seconds_behind_master,connections,max_used_connections,qcache_hits,qcache_inserts,qcache_lowmem_prunes,created_tmp_tables,created_tmp_disk_tables,binlog_cache_disk_use,binlog_cache_use,label
2024-12-17 12:34:32.094907,11,1258,3.0888888888888886,8464655.00,9289728,0.19999999999999998,0,0,1.0666666666666664,0,0,0,0,0,3.0666666666666664,0,2.6666666666666665,0,0.6666666666666666,0,0,0,0,0.9333333333333332,0.1333333333333333,0,0,0
2024-12-17 12:34:34.081857,11,1258,3.0888888888888886,8464655.00,9289728,0.19999999999999998,0,0,1.0666666666666664,0,0,0,0,0,3.0666666666666664,0,2.6666666666666665,0,0.6666666666666666,0,0,0,0,0.9333333333333332,0.1333333333333333,0,0,0
2024-12-17 12:34:36.085836,11,1258,3.0888888888888886,8464655.00,9289728,0.19999999999999998,0,0,1.0666666666666664,0,0,0,0,0,3.0666666666666664,0,2.6666666666666665,0,0.6666666666666666,0,0,0,0,0.9333333333333332,0.1333333333333333,0,0,0
2024-12-17 12:34:38.085059,11,1258,3.4444444444444446,8464655.00,9289728,0.19999999999999998,0,0,1.3555555555555554,0,0,0,0,0,12.62222222222222,0,11.155555555555555,0,0.6888888888888888,0,0,0,0,6.266666666666666,0.5555555555555555,0,0,0
2024-12-17 12:34:40.088869,11,1258,3.444444444444444,8448271.00,9289728,0.19999999999999998,0,0,1.3555555555555554,0,0,0,0,0,12.62222222222222,0,11.155555555555555,0,0.6888888888888888,0,0,0,0,6.266666666666666,0.5555555555555555,0,0,0
2024-12-17 12:34:42.087160,9,1258,3.444444444444444,8481039.00,9289728,0.19999999999999998,0,0,1.3555555555555554,0,0,0,0,0,12.62222222222222,0,11.155555555555555,0,0.6888888888888888,0,0,0,0,6.266666666666666,0.5555555555555555,0,0,0
2024-12-17 12:34:44.083527,9,1258,3.444444444444444,8464655.00,9289728,0.19999999999999998,0,0,1.3555555555555554,0,0,0,0,0,12.62222222222222,0,11.155555555555555,0,0.6888888888888888,0,0,0,0,6.266666666666666,0.5555555555555555,0,0,0
2024-12-17 12:34:46.096880,9,1258,3.444444444444444,8464655.00,9289728,0.19999999999999998,0,0,1.3555555555555554,0,0,0,0,0,12.62222222222222,0,11.155555555555555,0,0.6888888888888888,0,0,0,0,6.266666666666666,0.5555555555555555,0,0,0
2024-12-17 12:34:48.097430,9,1258,3.444444444444444,8464655.00,9289728,0.19999999999999998,0,0,1.3555555555555554,0,0,0,0,0,12.62222222222222,0,11.155555555555555,0,0.6888888888888888,0,0,0,0,6.266666666666666,0.5555555555555555,0,0,0
2024-12-17 12:34:50.103149,9,1258,3.444444444444444,8448271.00,9289728,0.19999999999999998,0,0,1.3555555555555554,0,0,0,0,0,12.62222222222222,0,11.155555555555555,0,0.6888888888888888,0,0,0,0,6.266666666666666,0.5555555555555555,0,0,0
