timestamp					cpu,memory,qps,disk_usage,memory_usage,iops,slow_queries,select_full_join,select_scan,threads_created,aborted_connects,aborted_clients,table_locks_waited,innodb_row_lock_waits,innodb_buffer_pool_read_requests,innodb_buffer_pool_reads,innodb_buffer_pool_write_requests,seconds_behind_master,connections,max_used_connections,qcache_hits,qcache_inserts,qcache_lowmem_prunes,created_tmp_tables,created_tmp_disk_tables,binlog_cache_disk_use,binlog_cache_use,label
2024-12-17 12:34:32.094907,10,1492,3.155555555555555,8464655.00,8847360,0.19999999999999998,0,0,1.2,0,0,0,0,0,3.5777777777777775,0,3.1111111111111107,0,0.6666666666666666,0,0,0,0,1.0444444444444443,0.15555555555555553,0,0,0
2024-12-17 12:34:34.081857,10,1492,3.155555555555555,8464655.00,8847360,0.19999999999999998,0,0,1.2,0,0,0,0,0,3.5777777777777775,0,3.1111111111111107,0,0.6666666666666666,0,0,0,0,1.0444444444444443,0.15555555555555553,0,0,0
2024-12-17 12:34:36.085836,10,1492,3.155555555555555,8464655.00,8847360,0.19999999999999998,0,0,1.2,0,0,0,0,0,3.5777777777777775,0,3.1111111111111107,0,0.6666666666666666,0,0,0,0,1.0444444444444443,0.15555555555555553,0,0,0
2024-12-17 12:34:38.085059,10,1492,3.155555555555555,8464655.00,8847360,0.19999999999999998,0,0,1.2,0,0,0,0,0,3.5777777777777775,0,3.1111111111111107,0,0.6666666666666666,0,0,0,0,1.0444444444444443,0.15555555555555553,0,0,0
2024-12-17 12:34:40.088869,10,1492,3.1333333333333333,8448271.00,8847360,0.3111111111111111,0,0,1.0666666666666664,0,0,0,0,0,11.599999999999998,0,10.266666666666666,0,0.6888888888888888,0,0,0,0,5.977777777777777,0.5111111111111111,0,0,0
2024-12-17 12:34:42.087160,10,1492,3.133333333333333,8481039.00,8847360,0.3111111111111111,0,0,1.0666666666666664,0,0,0,0,0,11.599999999999998,0,10.266666666666666,0,0.6888888888888888,0,0,0,0,5.977777777777777,0.5111111111111111,0,0,0
2024-12-17 12:34:44.083527,10,1492,3.133333333333333,8464655.00,8847360,0.31111111111111106,0,0,1.0666666666666664,0,0,0,0,0,11.599999999999998,0,10.266666666666666,0,0.6888888888888888,0,0,0,0,5.977777777777777,0.5111111111111111,0,0,0
2024-12-17 12:34:46.096880,10,1492,3.133333333333333,8464655.00,8847360,0.31111111111111106,0,0,1.0666666666666664,0,0,0,0,0,11.599999999999998,0,10.266666666666666,0,0.6888888888888888,0,0,0,0,5.977777777777777,0.5111111111111111,0,0,0
2024-12-17 12:34:48.097430,10,1492,3.133333333333333,8464655.00,8847360,0.31111111111111106,0,0,1.0666666666666664,0,0,0,0,0,11.599999999999998,0,10.266666666666666,0,0.6888888888888888,0,0,0,0,5.977777777777777,0.5111111111111111,0,0,0
2024-12-17 12:34:50.103149,10,1492,3.133333333333333,8448271.00,8847360,0.31111111111111106,0,0,1.0666666666666664,0,0,0,0,0,11.599999999999998,0,10.266666666666666,0,0.6888888888888888,0,0,0,0,5.977777777777777,0.5111111111111111,0,0,0
2024-12-17 12:34:52.100724,10,1492,3.133333333333333,8464655.00,8847360,0.31111111111111106,0,0,1.0666666666666664,0,0,0,0,0,11.599999999999998,0,10.266666666666666,0,0.6888888888888888,0,0,0,0,5.977777777777777,0.5111111111111111,0,0,0
